Id,Sales
1,5859.588
2,8088.0913
3,10579.668
4,7079.7583
5,7091.5093
6,5948.05
7,9239.101
8,9120.479
9,5539.1353
10,6199.1836
11,8346.146
12,9277.084
13,7410.811
14,8469.418
15,6523.2427
16,5043.238
17,6542.4873
18,10530.866
19,12901.703
20,10907.864
21,8083.5713
22,6011.166
23,7006.939
24,4760.088
25,9171.084
26,10928.93
27,9293.794
28,6856.9
29,5585.4976
30,5216.813
31,5598.6323
32,11553.394
33,7730.203
34,6044.8022
35,5705.795
36,8505.17
37,4388.9307
38,8200.04
39,5079.052
40,6311.9697
41,7525.7983
42,6193.381
43,9139.39
44,6686.317
45,5312.475
46,7161.614
47,8262.21
48,10987.159
49,6842.881
50,9279.978
51,8346.387
52,11799.04
53,7458.215
54,10317.219
55,5093.0547
56,5774.3257
57,7035.933
58,6935.1865
59,9160.795
60,9512.965
61,6386.5986
62,9029.752
63,6761.7783
64,9829.103
65,4251.067
66,14712.346
67,5297.682
68,6234.5557
69,9171.941
70,6344.825
71,6812.011
72,6963.5054
73,8454.529
74,5681.8105
75,5363.9185
76,7707.5303
77,9104.063
78,8190.2153
79,5122.125
80,8029.474
81,10827.046
82,7700.954
83,5272.4307
84,8153.2446
85,6543.78
86,6770.1475
87,7216.021
88,4370.998
89,9504.368
90,7385.9604
91,9160.192
92,7511.802
93,4795.226
94,7166.5806
95,5699.639
96,9510.443
97,9511.287
98,6569.56
99,5934.237
100,6486.8394
101,7124.372
102,5801.798
103,8747.004
104,6840.1274
105,9390.334
106,6516.39
107,5140.3286
108,7661.529
109,7634.8413
110,8516.663
111,8921.165
112,9187.095
113,6223.1616
114,9626.156
115,6298.567
116,8212.554
117,10173.862
118,7143.7964
119,10970.992
120,9615.614
121,8048.526
122,6645.662
123,8123.6963
124,9906.693
125,6852.736
126,4457.306
127,6215.416
128,8786.189
129,8090.366
130,5500.806
131,9848.036
132,6934.571
133,5661.819
134,6538.664
135,5959.8438
136,8152.9497
137,8223.926
138,6648.141
139,6767.933
140,5299.5664
141,7547.987
142,4072.144
143,7809.34
144,6034.607
145,10952.927
146,7622.8877
147,6833.0337
148,8430.214
149,6283.9575
150,5283.897
151,12055.416
152,7997.026
153,9865.803
154,8665.231
155,5351.4565
156,7506.3228
157,5796.4272
158,8020.9556
159,13658.452
160,7528.8774
161,3897.4097
162,6047.414
163,9087.7295
164,10257.423
165,6790.529
166,8027.7124
167,5313.666
168,5722.203
169,3502.723
170,5511.939
171,7180.8657
172,7415.1445
173,8913.682
174,6783.1567
175,8961.243
176,10283.614
177,9080.997
178,5124.763
179,11457.014
180,12775.421
181,7469.7607
182,8797.644
183,5617.635
184,7315.724
185,4980.2676
186,7563.9194
187,5983.5063
188,10702.173
189,8113.0356
190,11147.385
191,9634.496
192,6568.269
193,10425.186
194,20994.463
195,11418.203
196,6571.885
197,3512.5408
198,7067.2583
199,10761.411
200,5819.3413
201,14613.886
202,22100.174
203,3747.0225
204,6222.0938
205,10132.401
206,5328.84
207,10878.984
208,7420.994
209,7854.857
210,4500.0137
211,7431.7666
212,6793.353
213,8582.921
214,9151.321
215,6857.684
216,6986.2144
217,7055.393
218,5790.096
219,5966.628
220,7900.0527
221,6235.989
222,7825.263
223,8000.7715
224,7330.4043
225,5905.996
226,8725.975
227,8546.296
228,8475.18
229,7000.14
230,8684.258
231,6585.204
232,4624.3174
233,7158.466
234,7767.67
235,6599.3057
236,5098.371
237,10393.925
238,8211.497
239,10067.491
240,8406.707
241,6543.8853
242,5821.0063
243,5036.759
244,11434.877
245,5475.119
246,9350.889
247,17055.213
248,8619.693
249,7104.255
250,5702.5366
251,5119.3604
252,7969.815
253,4645.6406
254,7476.2676
255,11369.514
256,6191.6978
257,16668.521
258,17373.693
259,5741.6904
260,8990.706
261,5969.2295
262,8115.8364
263,6005.081
264,10756.321
265,8212.443
266,10072.417
267,5126.1855
268,7473.886
269,5143.1235
270,8114.738
271,8754.707
272,6855.2324
273,8104.668
274,6045.7705
275,9453.672
276,11133.966
277,6138.3364
278,11395.5
279,7901.996
280,11982.562
281,5009.277
282,5718.5205
283,6510.2783
284,11757.512
285,7809.7637
286,8668.438
287,8757.054
288,9889.777
289,4926.355
290,9207.883
291,6823.5586
292,4349.799
293,15985.611
294,21286.898
295,7809.8384
296,8949.132
297,10669.358
298,11653.228
299,12082.521
300,6555.472
301,8291.66
302,6693.909
303,9999.305
304,4369.231
305,6195.7505
306,6679.554
307,5779.0024
308,8245.562
309,5640.9346
310,5186.473
311,7204.5312
312,4123.5845
313,5397.0664
314,6923.1665
315,7334.209
316,11020.436
317,8668.735
318,7493.6562
319,7679.9937
320,7309.957
321,12560.886
322,8756.36
323,5999.7
324,4844.829
325,10500.421
326,5436.2583
327,7547.0864
328,3659.2632
329,5618.99
330,8279.128
331,6621.8936
332,5271.6562
333,8305.668
334,11067.304
335,12766.044
336,6765.5713
337,9308.555
338,3576.4502
339,6173.9497
340,7117.7236
341,4971.7734
342,9108.413
343,5732.6084
344,6256.122
345,9660.699
346,13874.692
347,9466.33
348,6635.2065
349,6435.493
350,8183.8994
351,7796.6294
352,6996.109
353,4836.201
354,9170.026
355,11078.097
356,5426.1064
357,6923.7344
358,9238.739
359,8654.023
360,14376.387
361,7493.9844
362,14317.554
363,7484.1
364,6015.4844
365,4044.6064
366,7029.219
367,6484.971
368,6072.7217
369,8644.777
370,5004.502
371,4887.272
372,8372.04
373,4588.37
374,7922.7397
375,7694.662
376,8101.6157
377,9327.58
378,6179.469
379,10991.225
380,6791.1963
381,5884.34
382,5034.4004
383,5519.582
384,13570.694
385,7159.1685
386,5616.831
387,8547.958
388,9402.611
389,7397.38
390,7482.558
391,9214.155
392,5791.9683
393,5494.7134
394,6277.009
395,10244.889
396,6849.691
397,6431.4434
398,6141.165
399,6422.182
400,4790.797
401,5850.6875
402,8142.808
403,8673.9375
404,12021.306
405,11665.091
406,9583.654
407,5480.171
408,5538.8394
409,12031.56
410,11248.452
411,7810.7617
412,9100.434
413,9297.898
414,6338.844
415,4847.7314
416,10939.086
417,5988.1304
418,7671.692
419,6627.099
420,3608.5454
421,12374.277
422,5750.3164
423,6184.61
424,5318.979
425,7173.152
426,7721.1846
427,9631.703
428,7076.6187
429,5066.478
430,5413.0254
431,4977.6133
432,3735.8938
433,8075.7427
434,20706.756
435,5956.713
436,6098.1694
437,7423.826
438,5778.193
439,5986.7485
440,5759.421
441,5173.644
442,7696.1455
443,7877.182
444,4624.1323
445,9865.116
446,6447.262
447,6077.4663
448,9782.802
449,8837.831
450,11532.214
451,6432.7256
452,8878.583
453,5943.9785
454,6977.9907
455,17013.543
456,9317.756
457,7533.9487
458,5475.4375
459,5435.6567
460,6481.7373
461,5020.4775
462,10832.902
463,5971.4326
464,6083.4565
465,8521.164
466,5619.703
467,7798.644
468,8116.4556
469,7808.7583
470,7905.584
471,4698.206
472,5973.8706
473,7207.4854
474,12220.668
475,9418.469
476,8066.7217
477,5002.803
478,7650.803
479,6733.484
480,4715.137
481,8102.6123
482,8112.8423
483,7128.402
484,7269.4966
485,6884.9644
486,7687.116
487,6754.245
488,7691.545
489,6817.6133
490,6473.4966
491,9012.382
492,5867.025
493,5416.769
494,13474.516
495,6532.032
496,4052.4248
497,9526.51
498,8926.042
499,12708.926
500,5211.5913
501,7248.673
502,6417.4136
503,8495.482
504,6747.871
505,8910.528
506,4039.6763
507,6858.855
508,6963.784
509,7404.7627
510,5307.3047
511,8976.433
512,9268.922
513,4877.7354
514,10483.001
515,7964.155
516,10496.476
517,4480.239
518,7087.655
519,6283.6753
520,7874.605
521,9267.074
522,4693.495
523,9596.861
524,8179.483
525,8200.931
526,5812.509
527,4064.803
528,7498.031
529,7551.8896
530,9295.798
531,8327.32
532,6331.25
533,9566.844
534,7590.2363
535,8367.794
536,7875.8667
537,6182.5347
538,9127.457
539,12347.858
540,10425.573
541,5126.1904
542,6201.644
543,4935.9106
544,0.0
545,9405.786
546,5940.896
547,9394.956
548,5000.38
549,7144.4507
550,6989.82
551,11606.821
552,4877.4106
553,5985.955
554,6460.2427
555,9909.584
556,5342.4355
557,8600.027
558,9037.636
559,10654.433
560,8649.932
561,7661.222
562,7012.354
563,5502.9995
564,5541.8774
565,12045.9795
566,10795.919
567,6720.3384
568,16416.832
569,6563.686
570,5482.5435
571,7256.1704
572,9509.037
573,9571.734
574,8216.11
575,8586.719
576,9004.264
577,7480.0537
578,7338.281
579,6533.3535
580,6236.5005
581,5269.1533
582,4444.945
583,6110.7217
584,10328.265
585,18014.033
586,7186.9556
587,5504.3325
588,7921.463
589,4471.271
590,7055.89
591,3736.111
592,9002.495
593,6039.8345
594,7633.3335
595,15673.97
596,11892.635
597,7289.5527
598,7000.013
599,4177.268
600,7093.112
601,6711.59
602,8784.305
603,5417.1875
604,4291.6665
605,6485.8926
606,6388.1343
607,8558.571
608,7525.0444
609,3645.0977
610,8559.991
611,8733.26
612,8895.856
613,5456.0674
614,5335.4194
615,8351.036
616,4527.1836
617,10961.602
618,6369.051
619,5571.994
620,7904.3477
621,7780.155
622,5045.3354
623,6321.8135
624,7501.0557
625,11883.837
626,11054.845
627,6950.2295
628,4886.764
629,6491.74
630,8250.43
631,5765.9497
632,7975.8906
633,7310.8984
634,12317.949
635,9164.895
636,7498.7603
637,8603.1455
638,4859.9194
639,10088.741
640,7359.747
641,14843.369
642,8067.7217
643,6542.038
644,5731.1484
645,3684.1843
646,8454.271
647,18088.97
648,4743.579
649,5197.346
650,10887.058
651,8166.4814
652,7642.4385
653,9100.044
654,7029.099
655,5421.4043
656,5892.7524
657,10457.06
658,6760.612
659,8374.491
660,8953.298
661,5182.9873
662,7100.693
663,6649.936
664,4047.6318
665,10279.75
666,10032.182
667,5045.8115
668,8106.7783
669,8537.774
670,5580.4814
671,11914.795
672,7437.1123
673,9585.758
674,4880.919
675,6056.793
676,7513.6
677,0.0
678,8738.509
679,4769.057
680,7325.352
681,5276.998
682,5741.0776
683,5893.6685
684,7277.133
685,7860.087
686,9361.757
687,6118.5005
688,8577.667
689,6741.413
690,9625.009
691,10366.127
692,7683.2085
693,3907.1074
694,6257.9185
695,8650.971
696,4888.0225
697,11447.304
698,6253.4854
699,9230.945
700,13877.921
701,6800.6914
702,5362.052
703,11423.115
704,12004.27
705,6689.793
706,10956.95
707,11726.807
708,6428.696
709,5861.1367
710,7484.7925
711,6382.587
712,5940.3066
713,8099.8315
714,5326.827
715,7021.0796
716,8287.035
717,7402.8213
718,9455.81
719,6975.496
720,7935.004
721,4528.2715
722,7573.2734
723,7578.288
724,7061.4976
725,7709.1323
726,9072.09
727,10249.64
728,6787.33
729,5530.8535
730,7440.596
731,7420.1523
732,8504.942
733,5643.7646
734,4891.473
735,8864.023
736,7449.777
737,6579.4663
738,9064.825
739,6532.3936
740,7910.576
741,5368.77
742,4423.7456
743,8266.592
744,7385.263
745,7858.948
746,11076.512
747,10720.09
748,5222.044
749,9378.78
750,4065.3303
751,4215.1416
752,7300.1973
753,11751.918
754,8706.707
755,7887.104
756,5383.772
757,7788.277
758,11379.808
759,6983.703
760,9470.665
761,6923.7075
762,5580.5615
763,5687.281
764,6054.9106
765,6627.289
766,5066.623
767,6389.1636
768,4907.617
769,7534.279
770,8231.144
771,5694.4395
772,6761.456
773,8182.1973
774,6353.2485
775,5268.178
776,10542.895
777,8656.748
778,5986.629
779,4553.0366
780,13699.204
781,7240.714
782,6113.8926
783,9338.804
784,10845.173
785,8318.224
786,7322.6
787,8708.808
788,11226.792
789,13203.073
790,5521.0615
791,5476.952
792,5550.7534
793,7559.6064
794,5651.521
795,8859.409
796,9687.187
797,6215.2563
798,4593.177
799,7687.7393
800,8843.041
801,5491.5703
802,8450.829
803,4270.05
804,8982.333
805,8566.394
806,8312.451
807,9898.307
808,7636.093
809,4031.325
810,7717.607
811,8544.723
812,9658.461
813,8206.729
814,7706.126
815,8159.7544
816,4889.23
817,10545.258
818,4793.4106
819,12403.423
820,5657.1396
821,5177.2217
822,7631.0986
823,7364.606
824,7623.1494
825,8106.7393
826,3930.9902
827,5015.9644
828,8099.121
829,10313.657
830,10294.083
831,5861.7456
832,7583.6875
833,9706.385
834,6898.931
835,5664.8164
836,11255.362
837,10317.73
838,11506.946
839,4701.976
840,6026.848
841,0.0
842,9275.491
843,6293.985
844,12276.831
845,7072.605
846,6120.882
847,5774.5513
848,5028.571
849,6153.3237
850,6610.7256
851,5462.0596
852,5806.3643
853,11717.863
854,8091.717
855,22973.752
856,7787.437
857,6287.872
858,8350.152
859,9292.27
860,6446.678
861,8190.2935
862,6418.637
863,8876.145
864,8684.963
865,6063.769
866,6795.5825
867,7774.7773
868,9219.824
869,8294.119
870,9338.804
871,6462.3877
872,5589.627
873,6630.4062
874,12142.229
875,14536.435
876,12067.861
877,9208.516
878,6579.5293
879,6210.557
880,5416.6187
881,10675.903
882,12456.078
883,10128.518
884,7739.6445
885,5821.0063
886,5759.871
887,6051.3076
888,13119.293
889,8765.584
890,6085.4243
891,6216.619
892,8618.058
893,4529.982
894,7869.11
895,5206.0176
896,6958.1353
897,8134.868
898,5733.188
899,10391.576
900,7385.862
901,5274.724
902,7879.7593
903,7753.46
904,11862.04
905,6782.9175
906,9272.405
907,8076.806
908,12710.296
909,7996.668
910,10901.76
911,5850.8213
912,5380.3696
913,7640.4136
914,5991.289
915,10419.53
916,10377.562
917,6343.791
918,8577.348
919,7367.515
920,10052.304
921,4795.9717
922,16180.138
923,5659.4434
924,6927.0103
925,10309.458
926,6272.354
927,7594.4644
928,7098.7764
929,8922.62
930,6114.0854
931,5824.966
932,8547.3955
933,8625.22
934,8779.079
935,5119.0093
936,8662.165
937,11744.49
938,7230.211
939,5108.0757
940,9192.17
941,7065.297
942,7585.2935
943,7690.4077
944,4692.3853
945,8936.543
946,6961.115
947,10084.614
948,7345.401
949,5202.935
950,8203.34
951,6199.2314
952,10451.147
953,10359.556
954,7076.1875
955,6643.502
956,7096.326
957,8025.899
958,6456.498
959,9605.166
960,7611.1777
961,10096.277
962,6398.4863
963,5621.751
964,7632.591
965,8671.744
966,9303.221
967,10143.829
968,10406.282
969,6817.0283
970,9176.158
971,6805.823
972,8359.515
973,12399.899
974,7733.197
975,12632.39
976,9250.968
977,8919.821
978,8141.147
979,9413.539
980,11151.011
981,7670.5503
982,5039.108
983,6866.9844
984,8785.143
985,9381.258
986,6069.9365
987,10976.602
988,7575.924
989,6354.03
990,6720.301
991,6454.5283
992,8979.13
993,8492.219
994,7703.437
995,7466.4204
996,6053.357
997,8622.053
998,4494.6953
999,6576.4995
1000,5900.271
1001,10462.726
1002,8368.623
1003,7499.7896
1004,9167.385
1005,6264.367
1006,5091.564
1007,13703.961
1008,8221.879
1009,9576.336
1010,9894.984
1011,5718.5645
1012,8482.895
1013,6433.1304
1014,8790.557
1015,12593.271
1016,6546.975
1017,3950.152
1018,5076.9014
1019,10564.625
1020,11873.427
1021,7359.966
1022,8885.317
1023,5425.7544
1024,6451.9927
1025,3699.055
1026,5953.652
1027,6107.3945
1028,7259.762
1029,9693.702
1030,7583.977
1031,10153.314
1032,10014.212
1033,8368.4795
1034,5566.4917
1035,12554.695
1036,14648.197
1037,8454.796
1038,9642.152
1039,6302.2554
1040,8294.745
1041,5706.742
1042,8440.647
1043,6563.3916
1044,11666.693
1045,8378.917
1046,12151.509
1047,9327.35
1048,5486.503
1049,11687.218
1050,24394.309
1051,12196.428
1052,7053.0176
1053,3573.167
1054,8255.12
1055,12141.21
1056,6641.9116
1057,15163.551
1058,22481.473
1059,4072.7925
1060,6568.113
1061,9811.298
1062,5781.6543
1063,11809.633
1064,9201.484
1065,8763.453
1066,4815.9
1067,8005.053
1068,7413.9556
1069,7711.5815
1070,9925.01
1071,6545.2837
1072,6350.8433
1073,7650.825
1074,6296.3145
1075,6652.2886
1076,8479.852
1077,6777.57
1078,8799.59
1079,8966.662
1080,8076.698
1081,6021.212
1082,9963.552
1083,8467.343
1084,9412.543
1085,6788.8647
1086,9290.701
1087,6126.6514
1088,5159.6943
1089,7529.1147
1090,8429.313
1091,7286.133
1092,5745.2183
1093,11872.204
1094,9193.037
1095,9415.9
1096,9011.145
1097,7548.9805
1098,6445.2524
1099,4981.4316
1100,12899.255
1101,5871.6987
1102,9015.082
1103,16683.375
1104,8246.033
1105,7869.2983
1106,5728.3345
1107,5597.6343
1108,8857.398
1109,5166.041
1110,7212.629
1111,11724.179
1112,7155.613
1113,17958.252
1114,18631.54
1115,6680.2036
1116,9901.867
1117,5828.0728
1118,7378.3423
1119,6555.0845
1120,11891.738
1121,8613.473
1122,10188.835
1123,5719.557
1124,8470.347
1125,5007.476
1126,9206.162
1127,9933.344
1128,7887.683
1129,7409.2485
1130,6052.5376
1131,11016.358
1132,10010.01
1133,6003.3115
1134,13127.253
1135,7537.6997
1136,12799.1045
1137,5452.983
1138,6185.0884
1139,6027.4517
1140,11652.948
