Id,Sales
1,4731.3667
2,7198.7964
3,9290.976
4,6293.2227
5,6581.2485
6,5789.9414
7,8217.528
8,7806.9414
9,4868.2695
10,6100.723
11,6488.5034
12,8063.8843
13,7151.506
14,8476.359
15,5120.747
16,4581.23
17,5544.399
18,9531.98
19,11492.283
20,9763.695
21,7682.63
22,5442.1978
23,6059.7744
24,4377.6855
25,8900.218
26,10098.29
27,8951.991
28,5937.3896
29,5440.034
30,4832.854
31,5180.6445
32,10936.989
33,7285.251
34,5353.1104
35,5522.267
36,7377.042
37,3947.8547
38,7206.1523
39,3868.6545
40,6483.9077
41,6819.59
42,5161.8354
43,7111.217
44,6013.4307
45,4798.7124
46,6778.934
47,6697.8813
48,9973.048
49,6368.906
50,8082.646
51,7529.5386
52,9722.06
53,6456.2217
54,9625.449
55,4548.8525
56,5358.5547
57,6360.0015
58,6101.998
59,9116.81
60,7364.5645
61,5496.1187
62,7708.4346
63,6812.323
64,10138.849
65,3888.0693
66,13203.527
67,4854.787
68,6279.3145
69,9132.037
70,5471.157
71,6161.216
72,6619.6147
73,7208.475
74,5234.514
75,5034.1704
76,7875.7314
77,7603.748
78,7385.939
79,4361.1675
80,7681.2017
81,10482.861
82,6813.4663
83,4906.124
84,6898.3
85,6288.429
86,6617.9736
87,7334.201
88,4279.385
89,7329.02
90,6312.939
91,7586.118
92,6340.7305
93,5076.669
94,6126.511
95,4901.518
96,7392.775
97,9463.379
98,5188.605
99,5362.3687
100,6001.6636
101,6025.7964
102,5560.8247
103,8339.003
104,6701.721
105,7615.193
106,5727.8975
107,4818.7065
108,5951.6816
109,8214.269
110,8697.263
111,7867.444
112,8258.168
113,5822.8105
114,8499.818
115,5839.1104
116,7398.4385
117,9384.354
118,6727.8354
119,10097.962
120,8405.585
121,8224.843
122,5933.959
123,7428.7266
124,7217.831
125,6555.1284
126,4148.1577
127,5961.589
128,8488.373
129,7076.673
130,5293.4194
131,9357.713
132,6721.5566
133,6211.422
134,6010.656
135,5490.6333
136,7343.972
137,7431.2637
138,6448.105
139,5456.1045
140,5345.672
141,6758.027
142,3851.2869
143,6996.582
144,5147.471
145,9435.434
146,7081.311
147,6713.164
148,7903.473
149,5583.543
150,5020.999
151,11518.693
152,6876.755
153,7330.789
154,8372.136
155,4947.906
156,5601.949
157,5251.91
158,7797.3354
159,11289.451
160,6000.2095
161,3216.6038
162,5095.9067
163,8702.133
164,8520.749
165,6288.0635
166,6988.9067
167,4850.4644
168,5148.257
169,3405.1921
170,5051.3486
171,5729.045
172,6295.564
173,7804.2983
174,6474.985
175,8056.6885
176,8678.786
177,7339.7856
178,4210.252
179,9505.592
180,10477.593
181,6209.604
182,8062.1846
183,5094.6387
184,6288.2256
185,4004.8306
186,7467.0396
187,5206.0874
188,9903.463
189,7769.3003
190,8414.929
191,8466.221
192,5558.524
193,8285.328
194,20468.463
195,10297.511
196,5856.9014
197,3028.9468
198,6174.951
199,9851.249
200,5736.305
201,14254.281
202,21753.578
203,3353.3555
204,5612.2266
205,10067.596
206,5212.7695
207,9747.832
208,6368.7715
209,7393.0146
210,4794.321
211,7107.508
212,6692.9004
213,7641.521
214,8353.17
215,6568.332
216,5936.2007
217,7176.436
218,5554.2217
219,5034.031
220,7571.1294
221,5395.553
222,6586.391
223,7532.843
224,6151.857
225,5371.213
226,7580.4634
227,7504.569
228,8031.9707
229,6648.179
230,7110.064
231,6024.05
232,3761.4048
233,6378.1997
234,7733.9634
235,5403.9985
236,4643.873
237,9658.129
238,7065.3237
239,7656.7886
240,7107.928
241,5883.644
242,5358.494
243,4430.446
244,9444.365
245,5338.82
246,8327.742
247,16384.656
248,7239.208
249,6690.941
250,4686.388
251,4886.6333
252,7262.601
253,4303.827
254,6860.857
255,10429.85
256,5853.282
257,14150.1
258,13930.644
259,5227.316
260,7568.884
261,5773.34
262,6986.1743
263,6040.9927
264,10331.309
265,7440.603
266,8404.086
267,4349.0063
268,7316.4297
269,4663.245
270,8509.049
271,6506.6533
272,5910.7686
273,6768.7593
274,6718.891
275,8314.838
276,10014.316
277,5789.732
278,10519.624
279,7121.437
280,9300.621
281,4951.162
282,5602.061
283,5398.25
284,9114.662
285,7223.009
286,7565.9756
287,6756.3706
288,9456.369
289,4497.8984
290,8322.62
291,6419.9106
292,4039.31
293,14392.533
294,17604.207
295,6985.755
296,8002.4126
297,9863.027
298,10082.4795
299,10972.342
300,6166.377
301,7762.0493
302,5875.9453
303,8631.729
304,4290.365
305,5757.5537
306,5381.1343
307,5525.0273
308,7826.8755
309,5265.029
310,4672.206
311,6272.707
312,3708.0332
313,4488.3643
314,6079.652
315,6474.682
316,9431.025
317,8346.936
318,7360.8423
319,6401.948
320,6327.6465
321,11490.7705
322,7896.7754
323,5431.434
324,4356.271
325,9898.731
326,4454.6377
327,7014.173
328,3447.0208
329,5292.9
330,8553.079
331,6181.279
332,5064.3677
333,8191.285
334,9883.4795
335,11562.188
336,5552.802
337,9070.049
338,3521.768
339,5471.1465
340,6373.086
341,3954.1511
342,8814.213
343,4970.8154
344,5598.793
345,8621.584
346,12139.844
347,8830.267
348,5507.6143
349,5487.3823
350,8078.0156
351,7288.3843
352,5993.392
353,4749.296
354,7287.669
355,9606.458
356,4803.5376
357,6431.6157
358,7544.5757
359,8749.466
360,12581.088
361,6487.977
362,14381.363
363,6405.148
364,5330.1357
365,4028.7998
366,6613.3047
367,5845.2275
368,5063.0635
369,7419.4307
370,4564.858
371,4650.765
372,6802.0728
373,4177.4043
374,8204.311
375,6970.209
376,8316.099
377,8344.404
378,5014.941
379,9485.498
380,6927.486
381,5062.865
382,5282.582
383,5445.048
384,11381.425
385,6450.258
386,5287.7334
387,7775.0664
388,7987.1704
389,6724.8975
390,6474.8306
391,8636.586
392,5724.3594
393,5931.9
394,5878.7812
395,9051.78
396,6207.1587
397,6484.4146
398,5611.1616
399,5024.304
400,4254.2905
401,5042.6704
402,7569.8433
403,7334.181
404,10736.85
405,11230.904
406,7618.926
407,4999.4023
408,5048.1753
409,11000.4
410,9894.362
411,6878.7036
412,8829.794
413,8201.048
414,5875.7656
415,4280.671
416,11534.38
417,5473.5474
418,6548.48
419,5983.2036
420,2834.97
421,11221.345
422,5745.366
423,5375.743
424,4949.288
425,6119.37
426,7043.5063
427,7795.6035
428,7248.852
429,4826.65
430,5086.5117
431,4577.819
432,3533.1926
433,7421.5747
434,19452.828
435,5966.1445
436,5431.8228
437,7087.446
438,5289.892
439,5562.708
440,4667.383
441,4806.3975
442,6979.255
443,6611.5513
444,4012.7063
445,8730.304
446,5632.065
447,5034.6553
448,9199.966
449,8075.889
450,10424.082
451,5873.7603
452,7616.9937
453,4848.679
454,6261.327
455,14831.229
456,8688.582
457,6654.5415
458,5198.471
459,4822.159
460,6099.554
461,4900.115
462,9808.202
463,5439.9766
464,6150.824
465,6676.0205
466,4925.4155
467,6461.8394
468,7651.8906
469,7593.125
470,6864.8823
471,4412.327
472,5811.615
473,6752.2417
474,10237.525
475,9127.274
476,6876.1255
477,4385.044
478,7455.072
479,5759.388
480,4333.9023
481,7200.76
482,7543.439
483,6373.207
484,6044.6865
485,6805.2646
486,7154.8076
487,5746.917
488,7243.5654
489,6974.1455
490,5767.842
491,8495.223
492,5866.8467
493,4968.337
494,11394.522
495,6063.168
496,3881.1934
497,8163.7954
498,8340.434
499,10852.498
500,5090.768
501,5937.141
502,6107.966
503,7503.803
504,6082.0874
